Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,FlightNum,CRSElapsedTime,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay===y
2002,3,25,1,945,1049,628,64,PHL,BDL,196,6,32,29
2002,3,26,2,945,1049,628,64,PHL,BDL,196,6,13,-11
2002,3,27,3,945,1049,628,64,PHL,BDL,196,6,26,-1
2002,3,28,4,945,1049,628,64,PHL,BDL,196,4,17,-6
2002,3,29,5,945,1049,628,64,PHL,BDL,196,5,10,-8
2002,3,30,6,945,1049,628,64,PHL,BDL,196,3,10,-13
2002,3,31,7,945,1049,628,64,PHL,BDL,196,3,30,20
2002,3,9,6,1850,1940,629,50,CLT,RDU,130,4,11,16
2002,3,16,6,1850,1940,629,50,CLT,RDU,130,6,11,78
2002,3,23,6,1850,1940,629,50,CLT,RDU,130,4,11,-10
2002,3,30,6,1850,1940,629,50,CLT,RDU,130,4,16,22
2002,3,2,6,2055,2244,630,109,PIT,ATL,526,7,13,24
2002,3,1,5,1855,2100,631,125,CLT,BOS,728,5,16,56
2002,3,2,6,1855,2100,631,125,CLT,BOS,728,5,12,47
2002,3,3,7,1855,2100,631,125,CLT,BOS,728,6,16,-15
2002,3,4,1,1855,2100,631,125,CLT,BOS,728,5,24,3
2002,3,5,2,1855,2100,631,125,CLT,BOS,728,7,15,-6
2002,3,6,3,1855,2100,631,125,CLT,BOS,728,5,13,33
2002,3,7,4,1855,2100,631,125,CLT,BOS,728,9,15,56
2002,3,8,5,1855,2100,631,125,CLT,BOS,728,8,11,17
2002,3,9,6,1855,2100,631,125,CLT,BOS,728,7,17,16
2002,3,10,7,1855,2100,631,125,CLT,BOS,728,7,24,16
2002,3,11,1,1855,2100,631,125,CLT,BOS,728,6,17,-1
2002,3,12,2,1855,2100,631,125,CLT,BOS,728,10,31,32
2002,3,13,3,1855,2100,631,125,CLT,BOS,728,13,19,9
2002,3,14,4,1855,2100,631,125,CLT,BOS,728,10,9,82
2002,3,15,5,1855,2100,631,125,CLT,BOS,728,7,8,178
2002,3,16,6,1855,2100,631,125,CLT,BOS,728,9,16,10
2002,3,17,7,1855,2100,631,125,CLT,BOS,728,12,14,77
2002,3,18,1,1855,2100,631,125,CLT,BOS,728,9,13,-1
2002,3,19,2,1855,2100,631,125,CLT,BOS,728,9,13,-9
2002,3,20,3,1855,2100,631,125,CLT,BOS,728,12,23,36
2002,3,21,4,1855,2100,631,125,CLT,BOS,728,4,18,-6
2002,3,22,5,1855,2100,631,125,CLT,BOS,728,8,11,-8
2002,3,23,6,1855,2100,631,125,CLT,BOS,728,5,22,25
2002,3,24,7,1855,2100,631,125,CLT,BOS,728,8,15,-4
2002,3,25,1,1855,2100,631,125,CLT,BOS,728,10,9,-13
2002,3,26,2,1855,2100,631,125,CLT,BOS,728,10,8,0
2002,3,27,3,1855,2100,631,125,CLT,BOS,728,7,15,-16
2002,3,28,4,1855,2100,631,125,CLT,BOS,728,7,14,2
2002,3,29,5,1855,2100,631,125,CLT,BOS,728,6,8,-17
2002,3,30,6,1855,2100,631,125,CLT,BOS,728,5,9,26
2002,3,31,7,1855,2100,631,125,CLT,BOS,728,12,27,67
2002,3,1,5,1550,1825,632,155,PHL,MCO,861,5,33,150
2002,3,2,6,1550,1825,632,155,PHL,MCO,861,5,18,31
2002,3,3,7,1550,1825,632,155,PHL,MCO,861,3,12,24
2002,3,4,1,1550,1825,632,155,PHL,MCO,861,2,14,1
2002,3,5,2,1550,1825,632,155,PHL,MCO,861,2,15,-10
2002,3,6,3,1550,1825,632,155,PHL,MCO,861,3,22,4
2002,3,7,4,1550,1825,632,155,PHL,MCO,861,4,11,9
2002,3,8,5,1550,1825,632,155,PHL,MCO,861,4,32,7
2002,3,9,6,1550,1825,632,155,PHL,MCO,861,6,12,-22
2002,3,10,7,1550,1825,632,155,PHL,MCO,861,6,24,6
2002,3,11,1,1550,1825,632,155,PHL,MCO,861,8,18,-8
2002,3,12,2,1550,1825,632,155,PHL,MCO,861,3,34,19
2002,3,13,3,1550,1825,632,155,PHL,MCO,861,3,18,-15
2002,3,14,4,1550,1825,632,155,PHL,MCO,861,3,28,11
2002,3,15,5,1550,1825,632,155,PHL,MCO,861,4,18,4
2002,3,16,6,1550,1825,632,155,PHL,MCO,861,3,8,-5
2002,3,17,7,1550,1825,632,155,PHL,MCO,861,5,25,0
2002,3,18,1,1550,1825,632,155,PHL,MCO,861,3,31,22
2002,3,19,2,1550,1825,632,155,PHL,MCO,861,3,16,9
2002,3,20,3,1550,1825,632,155,PHL,MCO,861,5,17,63
2002,3,21,4,1550,1825,632,155,PHL,MCO,861,4,9,7
2002,3,22,5,1550,1825,632,155,PHL,MCO,861,5,27,43
2002,3,23,6,1550,1825,632,155,PHL,MCO,861,4,20,14
2002,3,24,7,1550,1825,632,155,PHL,MCO,861,5,16,-3
2002,3,25,1,1550,1825,632,155,PHL,MCO,861,4,40,20
2002,3,26,2,1550,1825,632,155,PHL,MCO,861,9,17,62
2002,3,27,3,1550,1825,632,155,PHL,MCO,861,5,23,-6
2002,3,28,4,1550,1825,632,155,PHL,MCO,861,3,11,8
2002,3,29,5,1550,1825,632,155,PHL,MCO,861,5,11,-25
2002,3,30,6,1550,1825,632,155,PHL,MCO,861,3,12,16
2002,3,31,7,1550,1825,632,155,PHL,MCO,861,4,121,118
2002,3,1,5,805,1043,633,338,PHL,LAS,2176,4,14,7
2002,3,2,6,805,1043,633,338,PHL,LAS,2176,6,32,19
2002,3,3,7,805,1043,633,338,PHL,LAS,2176,11,20,20
2002,3,4,1,805,1043,633,338,PHL,LAS,2176,7,48,16
2002,3,5,2,805,1043,633,338,PHL,LAS,2176,8,26,4
2002,3,6,3,805,1043,633,338,PHL,LAS,2176,8,9,67
2002,3,7,4,805,1043,633,338,PHL,LAS,2176,8,66,42
2002,3,8,5,805,1043,633,338,PHL,LAS,2176,6,33,31
2002,3,9,6,805,1043,633,338,PHL,LAS,2176,7,32,12
2002,3,10,7,805,1043,633,338,PHL,LAS,2176,9,15,26
2002,3,11,1,805,1043,633,338,PHL,LAS,2176,5,21,-9
2002,3,12,2,805,1043,633,338,PHL,LAS,2176,6,19,-4
2002,3,13,3,805,1043,633,338,PHL,LAS,2176,7,27,3
2002,3,14,4,805,1043,633,338,PHL,LAS,2176,4,31,27
2002,3,15,5,805,1043,633,338,PHL,LAS,2176,9,44,93
2002,3,16,6,805,1043,633,338,PHL,LAS,2176,6,51,49
2002,3,17,7,805,1043,633,338,PHL,LAS,2176,9,17,87
2002,3,18,1,805,1043,633,338,PHL,LAS,2176,5,20,122
2002,3,19,2,805,1043,633,338,PHL,LAS,2176,7,40,27
2002,3,20,3,805,1043,633,338,PHL,LAS,2176,10,50,104
2002,3,21,4,805,1043,633,338,PHL,LAS,2176,6,15,135
2002,3,22,5,805,1043,633,338,PHL,LAS,2176,8,35,68
2002,3,23,6,805,1043,633,338,PHL,LAS,2176,7,25,30
2002,3,24,7,805,1043,633,338,PHL,LAS,2176,9,21,13
2002,3,25,1,805,1043,633,338,PHL,LAS,2176,6,37,3
2002,3,26,2,805,1043,633,338,PHL,LAS,2176,9,26,0
2002,3,27,3,805,1043,633,338,PHL,LAS,2176,7,25,18
2002,3,28,4,805,1043,633,338,PHL,LAS,2176,8,37,27
2002,3,29,5,805,1043,633,338,PHL,LAS,2176,4,40,28
2002,3,30,6,805,1043,633,338,PHL,LAS,2176,6,46,158
2002,3,31,7,805,1043,633,338,PHL,LAS,2176,4,32,19
2002,3,2,6,1715,1935,634,140,BOS,CLT,728,5,11,7
2002,3,4,1,1845,2008,635,83,PHL,PIT,267,7,9,8
2002,3,5,2,1845,2008,635,83,PHL,PIT,267,6,27,-10
2002,3,6,3,1845,2008,635,83,PHL,PIT,267,7,21,-8
2002,3,7,4,1845,2008,635,83,PHL,PIT,267,8,13,-6
2002,3,8,5,1845,2008,635,83,PHL,PIT,267,7,10,12
2002,3,11,1,1845,2008,635,83,PHL,PIT,267,7,17,-21
2002,3,12,2,1845,2008,635,83,PHL,PIT,267,6,13,-20
2002,3,13,3,1845,2008,635,83,PHL,PIT,267,6,16,37
2002,3,14,4,1845,2008,635,83,PHL,PIT,267,9,19,-8
2002,3,15,5,1845,2008,635,83,PHL,PIT,267,20,13,2
2002,3,18,1,1845,2008,635,83,PHL,PIT,267,6,13,56
2002,3,19,2,1845,2008,635,83,PHL,PIT,267,7,23,13
2002,3,20,3,1845,2008,635,83,PHL,PIT,267,5,10,20
2002,3,21,4,1845,2008,635,83,PHL,PIT,267,13,14,13
2002,3,22,5,1845,2008,635,83,PHL,PIT,267,18,10,3
2002,3,25,1,1845,2008,635,83,PHL,PIT,267,8,15,15
2002,3,26,2,1845,2008,635,83,PHL,PIT,267,6,17,56
2002,3,27,3,1845,2008,635,83,PHL,PIT,267,5,9,-4
2002,3,28,4,1845,2008,635,83,PHL,PIT,267,5,8,31
2002,3,29,5,1845,2008,635,83,PHL,PIT,267,4,9,25
2002,3,1,5,2105,2259,635,294,PIT,LAS,1910,7,21,0
2002,3,2,6,2105,2259,635,294,PIT,LAS,1910,41,9,6
2002,3,3,7,2105,2259,635,294,PIT,LAS,1910,6,22,17
2002,3,4,1,2105,2259,635,294,PIT,LAS,1910,9,13,52
2002,3,5,2,2105,2259,635,294,PIT,LAS,1910,15,21,2
2002,3,6,3,2105,2259,635,294,PIT,LAS,1910,22,22,20
2002,3,7,4,2105,2259,635,294,PIT,LAS,1910,8,18,2
2002,3,8,5,2105,2259,635,294,PIT,LAS,1910,7,15,2
2002,3,9,6,2105,2259,635,294,PIT,LAS,1910,5,10,41
2002,3,10,7,2105,2259,635,294,PIT,LAS,1910,39,19,35
2002,3,11,1,2105,2259,635,294,PIT,LAS,1910,5,11,-18
2002,3,12,2,2105,2259,635,294,PIT,LAS,1910,10,18,1
2002,3,13,3,2105,2259,635,294,PIT,LAS,1910,5,14,13
2002,3,14,4,2105,2259,635,294,PIT,LAS,1910,6,27,22
2002,3,15,5,2105,2259,635,294,PIT,LAS,1910,8,16,13
2002,3,16,6,2105,2259,635,294,PIT,LAS,1910,7,15,10
2002,3,17,7,2105,2259,635,294,PIT,LAS,1910,7,12,53
2002,3,18,1,2105,2259,635,294,PIT,LAS,1910,7,14,42
2002,3,19,2,2105,2259,635,294,PIT,LAS,1910,5,17,13
2002,3,20,3,2105,2259,635,294,PIT,LAS,1910,9,18,10
2002,3,21,4,2105,2259,635,294,PIT,LAS,1910,8,20,17
2002,3,22,5,2105,2259,635,294,PIT,LAS,1910,6,18,-1
2002,3,23,6,2105,2259,635,294,PIT,LAS,1910,6,10,83
2002,3,24,7,2105,2259,635,294,PIT,LAS,1910,7,16,-13
2002,3,25,1,2105,2259,635,294,PIT,LAS,1910,6,17,2
2002,3,26,2,2105,2259,635,294,PIT,LAS,1910,5,13,43
2002,3,27,3,2105,2259,635,294,PIT,LAS,1910,8,19,-11
2002,3,28,4,2105,2259,635,294,PIT,LAS,1910,6,14,-4
2002,3,29,5,2105,2259,635,294,PIT,LAS,1910,8,23,15
2002,3,30,6,2105,2259,635,294,PIT,LAS,1910,5,26,2
2002,3,31,7,2105,2259,635,294,PIT,LAS,1910,9,12,53
2002,3,2,6,1845,1955,636,70,SYR,PIT,279,6,10,1
2002,3,3,7,2215,2316,638,61,PIT,AVP,243,3,45,71
2002,3,10,7,2215,2316,638,61,PIT,AVP,243,4,8,65
2002,3,17,7,2215,2316,638,61,PIT,AVP,243,4,10,15
2002,3,23,6,2215,2316,638,61,PIT,AVP,243,1,7,-23
2002,3,24,7,2215,2316,638,61,PIT,AVP,243,4,11,-14
2002,3,30,6,2215,2316,638,61,PIT,AVP,243,3,8,-24
2002,3,31,7,2215,2316,638,61,PIT,AVP,243,6,9,-16
2002,3,9,6,1715,1754,639,99,CLT,PNS,488,6,19,6
2002,3,16,6,1715,1754,639,99,CLT,PNS,488,4,16,-6
2002,3,23,6,1715,1754,639,99,CLT,PNS,488,5,17,-8
2002,3,30,6,1715,1754,639,99,CLT,PNS,488,5,15,-1
2002,3,1,5,1515,1641,644,86,ORF,PIT,330,8,8,-6
2002,3,2,6,1515,1641,644,86,ORF,PIT,330,5,12,-4
2002,3,3,7,1515,1636,644,81,ORF,PIT,330,5,10,-10
2002,3,4,1,1515,1636,644,81,ORF,PIT,330,5,21,0
2002,3,5,2,1515,1636,644,81,ORF,PIT,330,7,11,-6
2002,1,25,5,935,1118,728,103,CLT,BUF,546,3,39,12
2002,1,26,6,935,1118,728,103,CLT,BUF,546,2,12,-13
2002,1,27,7,935,1118,728,103,CLT,BUF,546,2,13,-7
2002,1,28,1,935,1118,728,103,CLT,BUF,546,3,17,-7
2002,1,29,2,935,1118,728,103,CLT,BUF,546,3,21,-5
2002,1,30,3,935,1118,728,103,CLT,BUF,546,4,14,-12
2002,1,6,7,1140,1221,729,101,PIT,BNA,462,3,46,38
2002,1,7,1,1140,1221,729,101,PIT,BNA,462,4,27,-3
2002,1,8,2,1140,1221,729,101,PIT,BNA,462,7,13,-3
2002,1,9,3,1140,1221,729,101,PIT,BNA,462,5,16,-12
2002,1,10,4,1140,1221,729,101,PIT,BNA,462,6,15,-2
2002,1,11,5,1140,1221,729,101,PIT,BNA,462,4,11,-6
2002,1,12,6,1140,1221,729,101,PIT,BNA,462,4,12,-9
2002,1,13,7,1140,1221,729,101,PIT,BNA,462,4,14,-9
2002,1,14,1,1140,1221,729,101,PIT,BNA,462,6,16,15
2002,1,15,2,1140,1221,729,101,PIT,BNA,462,3,14,-2
2002,1,16,3,1140,1221,729,101,PIT,BNA,462,6,17,-1
2002,1,17,4,1140,1221,729,101,PIT,BNA,462,4,10,6
2002,1,18,5,1140,1221,729,101,PIT,BNA,462,4,16,5
2002,1,19,6,1140,1221,729,101,PIT,BNA,462,6,18,87
2002,1,20,7,1140,1221,729,101,PIT,BNA,462,5,14,-9
2002,1,21,1,1140,1221,729,101,PIT,BNA,462,5,11,-2
2002,1,22,2,1140,1221,729,101,PIT,BNA,462,5,15,-11
2002,1,23,3,1140,1221,729,101,PIT,BNA,462,6,16,-1
2002,1,24,4,1140,1221,729,101,PIT,BNA,462,4,12,11
2002,1,25,5,1140,1221,729,101,PIT,BNA,462,4,13,-3
2002,1,26,6,1140,1221,729,101,PIT,BNA,462,4,17,-14
2002,1,27,7,1140,1221,729,101,PIT,BNA,462,5,19,-6
2002,1,28,1,1140,1221,729,101,PIT,BNA,462,6,19,2
2002,1,29,2,1140,1221,729,101,PIT,BNA,462,6,19,-1
2002,1,30,3,1140,1221,729,101,PIT,BNA,462,7,16,-5
2002,1,31,4,1140,1221,729,101,PIT,BNA,462,5,16,-1
2002,1,6,7,745,1006,731,141,MHT,CLT,737,5,19,24
2002,1,7,1,745,1006,731,141,MHT,CLT,737,18,8,-8
2002,1,8,2,745,1006,731,141,MHT,CLT,737,20,10,-10
2002,1,9,3,745,1006,731,141,MHT,CLT,737,6,17,-5
2002,1,10,4,745,1006,731,141,MHT,CLT,737,6,36,13
2002,1,11,5,745,1006,731,141,MHT,CLT,737,5,9,-6
2002,1,12,6,745,1006,731,141,MHT,CLT,737,13,21,-7
2002,1,13,7,745,1006,731,141,MHT,CLT,737,9,32,5
2002,1,14,1,745,1006,731,141,MHT,CLT,737,3,13,-6
2002,1,15,2,745,1006,731,141,MHT,CLT,737,4,13,5
2002,1,16,3,745,1006,731,141,MHT,CLT,737,4,18,3
2002,1,17,4,745,1006,731,141,MHT,CLT,737,6,11,-18
2002,1,18,5,745,1006,731,141,MHT,CLT,737,6,13,1
2002,1,19,6,745,1006,731,141,MHT,CLT,737,5,12,7
2002,1,20,7,745,1006,731,141,MHT,CLT,737,14,12,-14
2002,1,21,1,745,1006,731,141,MHT,CLT,737,7,23,18
2002,1,22,2,745,1006,731,141,MHT,CLT,737,9,16,-7
2002,1,23,3,745,1006,731,141,MHT,CLT,737,4,23,17
2002,1,24,4,745,1006,731,141,MHT,CLT,737,9,59,49
2002,1,25,5,745,1006,731,141,MHT,CLT,737,4,12,6
2002,1,26,6,745,1006,731,141,MHT,CLT,737,8,26,-5
2002,1,27,7,745,1006,731,141,MHT,CLT,737,24,14,-10
2002,1,28,1,745,1006,731,141,MHT,CLT,737,12,17,-14
2002,1,29,2,745,1006,731,141,MHT,CLT,737,12,10,-17
2002,1,30,3,745,1006,731,141,MHT,CLT,737,5,10,-18
2002,1,31,4,745,1006,731,141,MHT,CLT,737,5,7,20
2002,1,1,2,1600,1906,734,126,BNA,PHL,675,21,16,5
2002,1,2,3,1600,1906,734,126,BNA,PHL,675,7,15,-16
2002,1,3,4,1600,1906,734,126,BNA,PHL,675,3,12,-18
2002,1,4,5,1600,1906,734,126,BNA,PHL,675,16,12,-1
2002,1,5,6,1600,1906,734,126,BNA,PHL,675,4,10,-13
2002,1,6,7,1600,1902,734,122,BNA,PHL,675,21,12,34
2002,1,7,1,1600,1902,734,122,BNA,PHL,675,6,15,54
2002,1,8,2,1600,1902,734,122,BNA,PHL,675,7,13,2
2002,1,9,3,1600,1902,734,122,BNA,PHL,675,9,12,3
2002,1,10,4,1600,1902,734,122,BNA,PHL,675,3,14,-5
2002,1,11,5,1600,1902,734,122,BNA,PHL,675,9,27,34
2002,1,12,6,1600,1902,734,122,BNA,PHL,675,3,9,-6
2002,1,13,7,1600,1902,734,122,BNA,PHL,675,3,10,26
2002,1,14,1,1600,1902,734,122,BNA,PHL,675,7,12,-2
2002,1,15,2,1600,1902,734,122,BNA,PHL,675,3,12,-7
2002,1,16,3,1600,1902,734,122,BNA,PHL,675,3,12,-19
2002,1,17,4,1600,1902,734,122,BNA,PHL,675,5,12,-18
2002,1,18,5,1600,1902,734,122,BNA,PHL,675,2,15,-3
2002,1,19,6,1600,1902,734,122,BNA,PHL,675,32,9,171
2002,1,20,7,1600,1902,734,122,BNA,PHL,675,0,0,NA
2002,1,21,1,1600,1902,734,122,BNA,PHL,675,11,13,-4
2002,1,22,2,1600,1902,734,122,BNA,PHL,675,17,12,13
2002,1,23,3,1600,1902,734,122,BNA,PHL,675,7,31,151
2002,1,24,4,1600,1902,734,122,BNA,PHL,675,3,12,45
2002,1,25,5,1600,1902,734,122,BNA,PHL,675,4,10,-5
2002,1,26,6,1600,1902,734,122,BNA,PHL,675,7,12,3
2002,1,27,7,1600,1902,734,122,BNA,PHL,675,6,12,5
2002,1,28,1,1600,1902,734,122,BNA,PHL,675,4,13,-5
2002,1,29,2,1600,1902,734,122,BNA,PHL,675,4,13,1
2002,1,30,3,1600,1902,734,122,BNA,PHL,675,3,11,-6
2002,1,31,4,1600,1902,734,122,BNA,PHL,675,7,14,88
2002,1,1,2,755,1005,735,190,PHL,MCI,1038,5,25,-6
2002,1,2,3,755,1005,735,190,PHL,MCI,1038,4,21,-2
2002,1,3,4,755,1005,735,190,PHL,MCI,1038,4,21,-36
2002,1,4,5,755,1005,735,190,PHL,MCI,1038,5,25,-3
2002,1,5,6,755,1005,735,190,PHL,MCI,1038,2,10,-20
2002,1,7,1,810,1032,735,202,PHL,MCI,1038,3,31,-12
2002,1,8,2,810,1032,735,202,PHL,MCI,1038,4,17,-41
2002,1,9,3,810,1032,735,202,PHL,MCI,1038,6,38,7
2002,1,10,4,810,1032,735,202,PHL,MCI,1038,7,53,49
2002,1,11,5,810,1032,735,202,PHL,MCI,1038,3,33,-13
2002,1,14,1,810,1032,735,202,PHL,MCI,1038,5,35,48
2002,1,15,2,810,1032,735,202,PHL,MCI,1038,5,38,9
2002,1,16,3,810,1032,735,202,PHL,MCI,1038,5,23,11
2002,1,17,4,810,1032,735,202,PHL,MCI,1038,3,44,30
2002,1,18,5,810,1032,735,202,PHL,MCI,1038,6,27,24
2002,1,21,1,810,1032,735,202,PHL,MCI,1038,6,51,25
2002,1,22,2,810,1032,735,202,PHL,MCI,1038,3,23,-2
2002,1,23,3,810,1032,735,202,PHL,MCI,1038,4,38,21
2002,1,24,4,810,1032,735,202,PHL,MCI,1038,7,44,51
2002,1,25,5,810,1032,735,202,PHL,MCI,1038,3,16,-19
2002,1,28,1,810,1032,735,202,PHL,MCI,1038,5,30,3
2002,1,29,2,810,1032,735,202,PHL,MCI,1038,4,50,16
2002,1,31,4,810,1032,735,202,PHL,MCI,1038,5,47,30
2002,1,1,2,600,715,735,75,ROC,PHL,257,6,20,-6
2002,1,2,3,600,715,735,75,ROC,PHL,257,5,22,4
2002,1,3,4,600,715,735,75,ROC,PHL,257,3,19,-3
2002,1,4,5,600,715,735,75,ROC,PHL,257,5,20,0
2002,1,5,6,600,715,735,75,ROC,PHL,257,3,14,-10
2002,1,6,7,600,720,735,80,ROC,PHL,257,5,17,-7
2002,1,7,1,600,720,735,80,ROC,PHL,257,5,51,34
2002,1,8,2,600,720,735,80,ROC,PHL,257,3,29,0
2002,1,9,3,600,720,735,80,ROC,PHL,257,5,11,-15
2002,1,10,4,600,720,735,80,ROC,PHL,257,7,13,-8
2002,1,11,5,600,720,735,80,ROC,PHL,257,10,25,17
2002,1,12,6,600,720,735,80,ROC,PHL,257,6,11,-14
2002,1,13,7,600,720,735,80,ROC,PHL,257,8,19,-9
2002,1,14,1,600,720,735,80,ROC,PHL,257,10,21,1
2002,1,15,2,600,720,735,80,ROC,PHL,257,11,17,-7
2002,1,16,3,600,720,735,80,ROC,PHL,257,5,24,-7
2002,1,17,4,600,720,735,80,ROC,PHL,257,5,30,9
2002,1,18,5,600,720,735,80,ROC,PHL,257,2,13,-15
2002,1,19,6,600,720,735,80,ROC,PHL,257,14,13,-6
2002,1,20,7,600,720,735,80,ROC,PHL,257,37,23,19
2002,1,21,1,600,720,735,80,ROC,PHL,257,13,10,-8
2002,1,22,2,600,720,735,80,ROC,PHL,257,6,13,-18
2002,1,23,3,600,720,735,80,ROC,PHL,257,2,10,-10
2002,1,24,4,600,720,735,80,ROC,PHL,257,3,14,2
2002,1,25,5,600,720,735,80,ROC,PHL,257,13,19,2
2002,1,26,6,600,720,735,80,ROC,PHL,257,5,13,-8
2002,1,27,7,600,720,735,80,ROC,PHL,257,26,14,5
2002,1,28,1,600,720,735,80,ROC,PHL,257,34,14,19
2002,1,29,2,600,720,735,80,ROC,PHL,257,4,12,-16
2002,1,30,3,600,720,735,80,ROC,PHL,257,3,42,8
2002,1,31,4,600,720,735,80,ROC,PHL,257,8,27,14
2002,1,1,2,2145,2241,738,56,PHL,IAD,134,7,11,-8
2002,1,2,3,2145,2241,738,56,PHL,IAD,134,5,17,-5
2002,1,3,4,2145,2241,738,56,PHL,IAD,134,4,10,-8
2002,1,4,5,2145,2241,738,56,PHL,IAD,134,3,14,-12
2002,1,1,2,730,1516,740,286,SFO,PIT,2254,4,19,-5
2002,1,2,3,730,1516,740,286,SFO,PIT,2254,8,19,13
2002,1,3,4,730,1516,740,286,SFO,PIT,2254,8,9,-5
2002,1,4,5,730,1516,740,286,SFO,PIT,2254,8,20,-8
2002,1,5,6,730,1516,740,286,SFO,PIT,2254,7,10,-13
2002,1,6,7,730,1508,740,278,SFO,PIT,2254,10,21,15
2002,1,7,1,730,1508,740,278,SFO,PIT,2254,8,11,10
2002,1,8,2,730,1508,740,278,SFO,PIT,2254,5,12,-21
2002,1,9,3,730,1508,740,278,SFO,PIT,2254,6,10,-33
2002,1,10,4,730,1508,740,278,SFO,PIT,2254,10,12,-3
2002,1,11,5,730,1508,740,278,SFO,PIT,2254,8,13,9
2002,1,12,6,730,1508,740,278,SFO,PIT,2254,11,12,-9
2002,1,13,7,730,1508,740,278,SFO,PIT,2254,8,19,-2
2002,1,14,1,730,1508,740,278,SFO,PIT,2254,9,12,-26
2002,1,15,2,730,1508,740,278,SFO,PIT,2254,6,13,-39
2002,1,16,3,730,1508,740,278,SFO,PIT,2254,7,19,-19
2002,1,17,4,730,1508,740,278,SFO,PIT,2254,8,16,-29
2002,1,18,5,730,1508,740,278,SFO,PIT,2254,6,14,-28
2002,1,19,6,730,1508,740,278,SFO,PIT,2254,7,10,-26
2002,1,20,7,730,1508,740,278,SFO,PIT,2254,5,9,-23
2002,1,21,1,730,1508,740,278,SFO,PIT,2254,11,12,-4
2002,1,22,2,730,1508,740,278,SFO,PIT,2254,6,12,-27
2002,1,23,3,730,1508,740,278,SFO,PIT,2254,4,13,-25
2002,1,24,4,730,1508,740,278,SFO,PIT,2254,6,12,-16
2002,1,25,5,730,1508,740,278,SFO,PIT,2254,7,10,-22
2002,1,26,6,730,1508,740,278,SFO,PIT,2254,4,20,-29
2002,1,27,7,730,1508,740,278,SFO,PIT,2254,9,18,-18
2002,1,28,1,730,1508,740,278,SFO,PIT,2254,6,14,-36
2002,1,29,2,730,1508,740,278,SFO,PIT,2254,5,19,-24
2002,1,30,3,730,1508,740,278,SFO,PIT,2254,13,12,-21
2002,1,31,4,730,1508,740,278,SFO,PIT,2254,6,13,-5
2002,1,1,2,1745,2013,741,328,PIT,SFO,2254,5,14,-14
2002,1,2,3,1745,2013,741,328,PIT,SFO,2254,8,10,6
2002,1,3,4,1745,2013,741,328,PIT,SFO,2254,7,16,18
2002,1,4,5,1745,2013,741,328,PIT,SFO,2254,5,10,23
2002,1,6,7,1745,2016,741,331,PIT,SFO,2254,10,28,77
2002,1,7,1,1745,2016,741,331,PIT,SFO,2254,8,30,93
2002,1,8,2,1745,2016,741,331,PIT,SFO,2254,6,17,10
2002,1,9,3,1745,2016,741,331,PIT,SFO,2254,6,14,14
2002,1,10,4,1745,2016,741,331,PIT,SFO,2254,9,12,-18
2002,1,11,5,1745,2016,741,331,PIT,SFO,2254,7,17,-12
2002,1,12,6,1745,2016,741,331,PIT,SFO,2254,14,18,55
2002,1,13,7,1745,2016,741,331,PIT,SFO,2254,7,12,10
2002,1,14,1,1745,2016,741,331,PIT,SFO,2254,6,12,2
2002,1,15,2,1745,2016,741,331,PIT,SFO,2254,7,13,21
2002,1,16,3,1745,2016,741,331,PIT,SFO,2254,10,15,19
2002,1,17,4,1745,2016,741,331,PIT,SFO,2254,8,15,24
2002,1,18,5,1745,2016,741,331,PIT,SFO,2254,7,16,11
2002,1,19,6,1745,2016,741,331,PIT,SFO,2254,5,34,18
2002,1,20,7,1745,2016,741,331,PIT,SFO,2254,8,12,46
2002,1,21,1,1745,2016,741,331,PIT,SFO,2254,7,13,58
2002,1,22,2,1745,2016,741,331,PIT,SFO,2254,9,14,4
2002,1,23,3,1745,2016,741,331,PIT,SFO,2254,7,17,11
2002,1,24,4,1745,2016,741,331,PIT,SFO,2254,7,15,1
2002,1,25,5,1745,2016,741,331,PIT,SFO,2254,8,13,1
2002,1,26,6,1745,2016,741,331,PIT,SFO,2254,5,19,14
2002,1,27,7,1745,2016,741,331,PIT,SFO,2254,10,17,20
2002,1,28,1,1745,2016,741,331,PIT,SFO,2254,10,19,43
2002,1,29,2,1745,2016,741,331,PIT,SFO,2254,8,16,22
2002,1,31,4,1745,2016,741,331,PIT,SFO,2254,7,18,35
2002,1,1,2,1900,2015,743,75,GSO,PIT,304,6,10,-7
2002,1,2,3,1900,2015,743,75,GSO,PIT,304,6,17,-7
2002,1,3,4,1900,2015,743,75,GSO,PIT,304,8,22,6
2002,1,4,5,1900,2015,743,75,GSO,PIT,304,7,16,0
2002,1,1,2,2055,2156,743,61,PIT,DAY,215,5,18,-8
2002,1,2,3,2055,2156,743,61,PIT,DAY,215,4,11,-5
2002,1,3,4,2055,2156,743,61,PIT,DAY,215,8,12,64
2002,1,4,5,2055,2156,743,61,PIT,DAY,215,6,19,3
2002,1,5,6,2055,2156,743,61,PIT,DAY,215,5,13,-6
2002,1,6,7,2055,2158,743,63,PIT,DAY,215,5,25,9
2002,1,7,1,2055,2158,743,63,PIT,DAY,215,5,28,1
2002,1,8,2,2055,2158,743,63,PIT,DAY,215,4,16,-6
